rank,tier,slug,title,doc_id,writer_type,target_skill,upgrade_label,sprint_bucket,upgrade_score,clicks_28d,impressions_28d,position_28d,rewrite_score,chars,content_cluster,current_state,next_round,rationale,recommended_depth,recommended_action
655,B_indexed_or_visible_refresh,comparison-lovart-vs-civitai,Comparison Lovart vs Civitai: Compare the Workflow Before You Choose,blog-comparison-lovart-vs-civitai-en,Review,lovart-review,cluster_support_only,b2,786.62,0.0,28.0,19.14,252.24,10047,General Creative Workflow,signal_refresh_complete,Round 4,Review; broad-intent; 28 impressions; pos 19.1; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
656,B_indexed_or_visible_refresh,how-to-make-social-media-content-ai-bing,How to Make Social Media Content with AI Tools — Complete Workflow,how-to-make-social-media-content-ai-bing,How-To,how-to-benchmark-research,cluster_support_only,b2,756.62,0.0,28.0,15.86,252.24,14219,General Creative Workflow,signal_refresh_complete,Round 4,How-To; broad-intent; 28 impressions; pos 15.9; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
657,B_indexed_or_visible_refresh,best-ai-design-agent-for-personal-trainer,best-ai-design-agent-for-personal-trainer,blog-best-ai-design-agent-for-personal-trainer-en,Best Practice,lovart-best-practice,cluster_support_only,b2,731.57,0.0,27.0,8.33,252.16,16358,AI Design Agent,signal_refresh_complete,Round 4,Best Practice; 27 impressions; pos 8.3; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
658,B_indexed_or_visible_refresh,brand-kit-wedding-dj-lovart,Brand Kit for Wedding Dj Lovart: Build a Visual System With AI,brand-kit-wedding-dj-lovart,Best Practice,lovart-best-practice,cluster_support_only,b2,731.57,0.0,27.0,5.96,252.16,9075,Brand System,signal_refresh_complete,Round 4,Best Practice; 27 impressions; pos 6.0; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
659,B_indexed_or_visible_refresh,how-to-create-tiktok-ads-with-brand-kit,The Symphony of Chaos: Mastering TikTok Ads through Agentic Design Consistency,how-to-create-tiktok-ads-with-brand-kit,Best Practice,lovart-best-practice,cluster_support_only,b2,731.57,0.0,27.0,13.41,252.16,16315,Brand System,signal_refresh_complete,Round 4,Best Practice; 27 impressions; pos 13.4; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
660,B_indexed_or_visible_refresh,brand-kit-party-planner-lovart,Brand Kit for Party Planner Lovart: Build a Visual System With AI,brand-kit-party-planner-lovart,Best Practice,lovart-best-practice,cluster_support_only,b2,731.45,0.0,25.0,7.08,252.0,9093,Brand System,signal_refresh_complete,Round 4,Best Practice; 25 impressions; pos 7.1; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
661,B_indexed_or_visible_refresh,global-expansion-translate-campaign-poster-ai,Global Expansion — Translating a Campaign Poster into 5 Languages in Seconds,global-expansion-translate-campaign-poster-ai,How-To,how-to-benchmark-research,keep_refresh_only,b2,746.45,0.0,25.0,4.84,252.0,12458,General Creative Workflow,signal_refresh_complete,Round 4 -> Round 5,How-To; 25 impressions; pos 4.8; maintain signal refresh state,"Keep refresh gains; add proof, CTR framing, and cluster polish only.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
662,B_indexed_or_visible_refresh,stop-struggling-how-to-command-ai-to-create-pro-level-posters,Stop Struggling: How to Command AI to Create Pro-Level Posters,stop-struggling-how-to-command-ai-to-create-pro-level-posters,How-To,how-to-benchmark-research,keep_refresh_only,b2,746.45,0.0,25.0,10.72,252.0,9672,General Creative Workflow,signal_refresh_complete,Round 4 -> Round 5,How-To; 25 impressions; pos 10.7; maintain signal refresh state,"Keep refresh gains; add proof, CTR framing, and cluster polish only.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
663,B_indexed_or_visible_refresh,bad-lighting-why-you-should-fix-the-light-on-your-product-before-background-removal,Bad Lighting: Why You Should Fix the Light on Your Product Before Background Removal,bad-lighting-why-you-should-fix-the-light-on-your-product-before,How-To,how-to-benchmark-research,keep_refresh_only,b2,746.39,0.0,24.0,7.88,251.92,12817,General Creative Workflow,signal_refresh_complete,Round 4 -> Round 5,How-To; 24 impressions; pos 7.9; maintain signal refresh state,"Keep refresh gains; add proof, CTR framing, and cluster polish only.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
664,B_indexed_or_visible_refresh,clutter-why-simple-thumbnails-perform-better-and-how-to-remove-noise,Clutter: Why Simple Thumbnails Perform Better (and How to Remove Noise),clutter-why-simple-thumbnails-perform-better-and-how-to-remove-noise,How-To,how-to-benchmark-research,keep_refresh_only,b2,746.33,0.0,23.0,14.61,251.84,10992,General Creative Workflow,signal_refresh_complete,Round 4 -> Round 5,How-To; 23 impressions; pos 14.6; maintain signal refresh state,"Keep refresh gains; add proof, CTR framing, and cluster polish only.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
665,B_indexed_or_visible_refresh,ai-design-accessibility-inclusive-design-guide,AI Design & Accessibility — How to Create Inclusive Visuals That Work for Everyone,ai-design-accessibility-inclusive-design-guide,How-To,how-to-benchmark-research,deep_refresh_candidate,b1,916.28,0.0,22.0,4.82,251.76,12979,General Creative Workflow,signal_refresh_complete,Round 2 -> Round 3,How-To; broad-intent; 22 impressions; pos 4.8; worth second-stage depth upgrade,"Second-stage deep refresh: add evidence, judgment, tested sections, and stronger FAQ.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
666,B_indexed_or_visible_refresh,how-to-create-stunning-ui-layouts-with-ai-design-tools-in-2025,How to Create Stunning UI Layouts with AI Design Tools in 2026,how-to-create-stunning-ui-layouts-with-ai-design-tools-in-2025,How-To,how-to-benchmark-research,deep_refresh_candidate,b1,916.28,0.0,22.0,10.91,251.76,12688,General Creative Workflow,signal_refresh_complete,Round 2 -> Round 3,How-To; broad-intent; 22 impressions; pos 10.9; worth second-stage depth upgrade,"Second-stage deep refresh: add evidence, judgment, tested sections, and stronger FAQ.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
667,B_indexed_or_visible_refresh,https-www-lovart-ai-blog-ai-design-video-agents-dtc-workflow-compression,AI Design Video Agents DTC Workflow Compression,https-www-lovart-ai-blog-ai-design-video-agents-dtc-workflow-com,Best Practice,lovart-best-practice,cluster_support_only,b2,731.28,0.0,22.0,5.5,251.76,15248,AI Video,signal_refresh_complete,Round 4,Best Practice; 22 impressions; pos 5.5; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
668,B_indexed_or_visible_refresh,insight-2027-content-year-summary,Lovart 2026: A Year in Content & Community — The Full Recap,insight-2027-content-year-summary,How-To,how-to-benchmark-research,keep_refresh_only,b2,746.28,0.0,22.0,7.77,251.76,10917,General Creative Workflow,signal_refresh_complete,Round 4 -> Round 5,How-To; 22 impressions; pos 7.8; maintain signal refresh state,"Keep refresh gains; add proof, CTR framing, and cluster polish only.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
669,B_indexed_or_visible_refresh,real-estate-design-tools-compared,Real Estate Marketing Tools Compared: Canva vs AgentPrint vs Lovart,real-estate-design-tools-compared,Review,lovart-review,deep_refresh_candidate,b1,946.28,0.0,22.0,8.27,251.76,10621,Canva Alternative,signal_refresh_complete,Round 2 -> Round 3,Review; broad-intent; 22 impressions; pos 8.3; worth second-stage depth upgrade,"Second-stage deep refresh: add evidence, judgment, tested sections, and stronger FAQ.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
670,B_indexed_or_visible_refresh,ai-design-erase-vs-replace-workflow,The Subtractive Method: When to Erase and When to Replace in AI Design,ai-design-erase-vs-replace-workflow,Review,lovart-review,keep_refresh_only,b2,776.22,0.0,21.0,7.57,251.68,22157,General Creative Workflow,signal_refresh_complete,Round 4 -> Round 5,Review; 21 impressions; pos 7.6; maintain signal refresh state,"Keep refresh gains; add proof, CTR framing, and cluster polish only.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
671,B_indexed_or_visible_refresh,brand-kit-for-podcasters,Brand Kit for Podcasters: Build a Visual System With AI,blog-brand-kit-for-podcasters-en,Best Practice,lovart-best-practice,cluster_support_only,b2,731.22,0.0,21.0,17.57,251.68,9033,Brand System,signal_refresh_complete,Round 4,Best Practice; 21 impressions; pos 17.6; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
672,B_indexed_or_visible_refresh,best-ai-design-agent-for-real-estate-agents,Best AI Design Agent For Real Estate Agents: A Practical Lovart Workflow Guide,blog-best-ai-design-agent-for-real-estate-agents-en,Best Practice,lovart-best-practice,cluster_support_only,b2,761.16,0.0,20.0,15.55,251.6,9012,AI Design Agent,signal_refresh_complete,Round 4,Best Practice; broad-intent; 20 impressions; pos 15.6; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
673,B_indexed_or_visible_refresh,01-industry-multi-platform-restaurant,Multi-Platform Restaurant Branding: From Menu to Instagram to Google to UberEats — One Cohesive Visual System,01-industry-multi-platform-restaurant,How-To,how-to-benchmark-research,keep_refresh_only,b2,746.1,0.0,19.0,13.84,251.52,9215,Brand System,signal_refresh_complete,Round 4 -> Round 5,How-To; 19 impressions; pos 13.8; maintain signal refresh state,"Keep refresh gains; add proof, CTR framing, and cluster polish only.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
674,B_indexed_or_visible_refresh,comparison-lovart-vs-luma-dream-machine,Comparison Lovart vs Luma Dream Machine: Compare the Workflow Before You Choose,blog-comparison-lovart-vs-luma-dream-machine-en,Review,lovart-review,deep_refresh_candidate,b1,946.1,0.0,19.0,11.16,251.52,10124,General Creative Workflow,signal_refresh_complete,Round 2 -> Round 3,Review; broad-intent; 19 impressions; pos 11.2; worth second-stage depth upgrade,"Second-stage deep refresh: add evidence, judgment, tested sections, and stronger FAQ.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
675,B_indexed_or_visible_refresh,brand-kit-ice-cream-shop-lovart,Brand Kit for Ice Cream Shop Lovart: Build a Visual System With AI,brand-kit-ice-cream-shop-lovart,Best Practice,lovart-best-practice,cluster_support_only,b2,731.1,0.0,19.0,12.95,251.52,9099,Brand System,signal_refresh_complete,Round 4,Best Practice; 19 impressions; pos 12.9; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
676,B_indexed_or_visible_refresh,how-to-chat-generate-illustration-lovart,How to Chat-Generate Illustrations with Lovart — Editorial Art Without Hiring an Illustrator,how-to-chat-generate-illustration-lovart,How-To,how-to-benchmark-research,keep_refresh_only,b2,746.1,0.0,19.0,9.0,251.52,12255,General Creative Workflow,signal_refresh_complete,Round 4 -> Round 5,How-To; 19 impressions; pos 9.0; maintain signal refresh state,"Keep refresh gains; add proof, CTR framing, and cluster polish only.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
677,B_indexed_or_visible_refresh,marketing-director-ai-design,The Marketing Director's AI Design Playbook: Scaling Creative Output Without Scaling Headcount,marketing-director-ai-design,How-To,how-to-benchmark-research,keep_refresh_only,b2,746.1,0.0,19.0,5.42,251.52,13222,General Creative Workflow,signal_refresh_complete,Round 4 -> Round 5,How-To; 19 impressions; pos 5.4; maintain signal refresh state,"Keep refresh gains; add proof, CTR framing, and cluster polish only.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
678,B_indexed_or_visible_refresh,chatcanvas-vs-traditional-design-tools,Chatcanvas vs Traditional Design Tools: Compare the Workflow Before You Choose,chatcanvas-vs-traditional-design-tools,Review,lovart-review,deep_refresh_candidate,b1,946.04,0.0,18.0,7.72,251.44,10117,Lovart Canvas,signal_refresh_complete,Round 2 -> Round 3,Review; broad-intent; 18 impressions; pos 7.7; worth second-stage depth upgrade,"Second-stage deep refresh: add evidence, judgment, tested sections, and stronger FAQ.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
679,B_indexed_or_visible_refresh,veo-3-1-vs-lovart,Veo 3 1 vs Lovart: Compare the Workflow Before You Choose,y2MFYERGQO0IvWXX54vJuk,Review,lovart-review,cluster_support_only,b2,756.04,0.0,18.0,10.67,251.44,9970,General Creative Workflow,signal_refresh_complete,Round 4,Review; 18 impressions; pos 10.7; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.",Refresh if query intent is relevant; preserve URL; improve sections tied to visible queries.
